terms,polarity
they,O
have,O
put,O
out,O
the,O
most,O
tasty,O
",",O
most,O
delicious,O
food,T-POS
and,O
kept,O
it,O
that,O
way,O
.,O
,
I,O
'm,O
telling,O
you,O
.,O
,
you,O
should,O
travel,O
from,O
the,O
Bronx,O
to,O
try,O
it,O
.,O
,
great,O
food,T-POS
",",O
great,O
wine,T-POS
list,T-POS
",",O
great,O
service,T-POS
in,O
a,O
great,O
neighborhood,T-POS
.,O
,
so,O
delicious,O
!,O
!,O
!,O
!,O
!,O
!,O
,
,
Patsy's,T-POS
Pizza,T-POS
true,O
love,O
,
Hands,O
down,O
the,O
best,O
pizza,T-POS
on,O
the,O
planet,O
.,O
,
My,O
bf,O
and,O
I,O
go,O
to,O
the,O
walk-up,O
counter,O
and,O
order,O
a,O
pie,O
.,O
,
In,O
about,O
12,O
minutes,O
",",O
the,O
thing,O
is,O
gone,O
.,O
,
Need,O
I,O
say,O
more,O
?,O
,
great,O
hot,T-POS
dogs,T-POS
.,O
,
the,O
hot,T-POS
dogs,T-POS
were,O
juicy,O
and,O
tender,O
inside,O
and,O
had,O
plenty,O
of,O
crunch,O
and,O
snap,O
on,O
the,O
outside,O
.,O
,
great,O
toppings,T-POS
definitely,O
a,O
place,T-POS
you,O
need,O
to,O
check,O
out,O
for,O
late,O
night,O
munchies,O
or,O
a,O
mid,O
day,O
boost,O
!,O
,
great,O
taste,O
,
Great,O
",",O
original,O
taste,O
.,O
,
For,O
me,O
dishes,T-NEG
a,O
little,O
oily,O
",",O
but,O
overall,O
dining,O
experience,O
good,O
.,O
,
Helpful,O
service,T-POS
and,O
average,O
price,O
per,O
dish,T-POS
$,O
10,O
.,O
,
The,O
only,O
thing,O
that,O
strikes,O
you,O
is,O
the,O
decor,T-NEG
?,O
not,O
very,O
pleasant,O
.,O
,
great,O
food,T-POS
,
The,O
flavors,O
are,O
amazing,O
and,O
the,O
value,O
is,O
phenomenal,O
.,O
,
Be,O
prepared,O
to,O
wait,O
",",O
because,O
the,O
place,T-NEG
is,O
pretty,O
tiny,O
.,O
,
Also,O
",",O
they,O
do,O
not,O
take,O
credit,O
card,O
so,O
come,O
with,O
cash,O
!,O
,
Even,O
though,O
the,O
place,T-NEG
is,O
not,O
beautiful,O
",",O
the,O
food,T-POS
speaks,O
for,O
itself,O
.,O
,
Best,O
Indian,T-POS
Chinese,T-POS
in,O
the,O
city,O
",",O
by,O
far,O
!,O
,
AMAZING,O
MY,O
FAVORITE,O
!,O
!,O
!,O
,
I,O
have,O
been,O
living,O
in,O
NYC,O
for,O
bit,O
now,O
and,O
I,O
have,O
to,O
say,O
I,O
love,O
to,O
go,O
out,O
and,O
explore,O
the,O
scene,O
.,O
,
I,O
came,O
across,O
Village,T-POS
Underground,T-POS
by,O
accident,O
",",O
now,O
I,O
go,O
there,O
all,O
the,O
time,O
.,O
,
THE,O
SERVICE,T-POS
IS,O
AMAZING,O
",",O
i,O
've,O
had,O
different,O
waiters,T-POS
and,O
they,O
were,O
all,O
nice,O
",",O
which,O
is,O
a,O
rare,O
thing,O
in,O
NYC,O
.,O
,
The,O
DJ,T-POS
is,O
awesome,O
",",O
I,O
have,O
been,O
there,O
for,O
my,O
birthday,O
and,O
a,O
bunch,O
of,O
other,O
times,O
with,O
friends,O
and,O
I,O
keep,O
going,O
back,O
.,O
,
You,O
can,O
get,O
a,O
table,O
without,O
a,O
reservation,O
if,O
you,O
get,O
there,O
early,O
I,O
they,O
do,O
n't,O
make,O
you,O
by,O
bottles,O
.,O
,
Which,O
lets,O
face,O
itat,O
times,O
it,O
's,O
a,O
good,O
thing,O
.,O
,
In,O
the,O
end,O
you,O
end,O
up,O
with,O
a,O
fair,O
tab,O
and,O
NOTHING,O
BUT,O
A,O
GREAT,O
TIME,O
!,O
!,O
!,O
,
Highly,O
recommended,O
!,O
,
One,O
of,O
the,O
best,O
",",O
if,O
not,O
THE,O
best,O
",",O
restaurants,O
in,O
Park,O
Slope,O
and,O
NY,O
in,O
general,O
,
Everything,O
on,O
the,O
menu,T-POS
is,O
great,O
.,O
,
This,O
establishment,T-POS
is,O
the,O
real,O
deal,O
.,O
,
Wish,O
NY,O
had,O
more,O
of,O
these,O
kind,O
of,O
places,O
",",O
intimate,O
",",O
superb,O
food,T-POS
",",O
homey,O
",",O
top,O
notch,O
all,O
the,O
way,O
around,O
",",O
certainly,O
worth,O
the,O
wait,O
.,O
,
There,O
is,O
Expensive-but-worth-it,O
and,O
there,O
is,O
Expensive-and-WTF,O
?,O
,
This,O
is,O
a,O
twenty-something,O
guy,O
that,O
does,O
n't,O
mind,O
laying,O
down,O
$,O
300,O
for,O
a,O
fine,O
and,O
delicious,O
meal,O
for,O
2,O
on,O
special,O
occassions,O
.,O
,
But,O
$,O
500,O
for,O
a,O
dinner,T-NEG
for,T-NEG
two,T-NEG
that,O
did,O
n't,O
include,O
Wine,O
?,O
,
Look,O
",",O
the,O
appetizers,T-POS
were,O
really,O
good,O
.,O
,
The,O
entree,T-POS
was,O
also,O
very,O
good,O
.,O
,
Ca,O
n't,O
argue,O
about,O
that,O
",",O
but,O
they,O
are,O
clearly,O
over,O
priced,O
.,O
,
What,O
you,O
are,O
paying,O
for,O
is,O
the,O
environment,T-NEU
and,O
the,O
name,O
.,O
,
Yes,O
",",O
the,O
place,T-POS
is,O
classy,O
and,O
beautiful,O
",",O
but,O
they,O
most,O
certainly,O
target,O
the,O
uber,O
whealthy,O
Not,O
the,O
common,O
joe,O
that,O
wants,O
to,O
go,O
all,O
out,O
every,O
once,O
in,O
a,O
while,O
.,O
,
$,O
500,O
included,O
",",O
,
Drinks,O
",",O
2,O
glasses,O
of,O
Dom,O
Perignon,O
at,O
$,O
35,O
each,O
.,O
,
Starters,O
",",O
Kobe,O
Beef,O
Sashimi,O
.,O
,
Which,O
of,O
course,O
is,O
not,O
real,O
Kobe,O
but,O
Wagyu,O
beef,O
.,O
,
A,O
beef,O
Consomme,O
.,O
,
Entrees,O
",",O
Vanison,O
steak,O
and,O
Bison,O
Steak,O
.,O
,
Vanison,T-NEU
was,O
good,O
but,O
not,O
amazing,O
.,O
,
Dessert,T-NEG
",",O
pure,O
disaster,O
.,O
,
Just,O
not,O
good,O
at,O
all,O
.,O
,
Some,O
Pineapple,O
covered,O
in,O
a,O
glaze,O
of,O
some,O
kind,O
and,O
some,O
pear,O
tart,O
thing,O
Not,O
impressive,O
at,O
all,O
.,O
,
I,O
read,O
reviews,O
that,O
called,O
the,O
restaurant,T-NEG
too,O
expensive,O
and,O
I,O
thought,O
to,O
myself,O
",",O
but,O
may,O
be,O
it,O
is,O
worth,O
it,O
.,O
,
I,O
was,O
wrong,O
.,O
,
The,T-NEU
Four,T-NEU
Seasons,T-NEU
has,O
history,O
and,O
it,O
is,O
a,O
sort,O
of,O
landmark,O
of,O
New,O
York,O
City,O
restaurants,O
",",O
but,O
trust,O
me,O
",",O
they,O
will,O
charge,O
you,O
through,O
the,O
nose,O
just,O
so,O
that,O
you,O
can,O
say,O
I,O
've,O
been,O
to,O
the,O
four,O
seasons,O
restaurant,O
.,O
,
I,O
wanted,O
to,O
go,O
there,O
to,O
see,O
if,O
it,O
was,O
worth,O
it,O
and,O
sadly,O
",",O
curiousity,O
got,O
the,O
best,O
of,O
me,O
and,O
I,O
paid,O
dearly,O
for,O
it,O
.,O
,
All,O
in,O
all,O
",",O
the,O
food,T-POS
was,O
great,O
except,O
for,O
the,O
dessserts,T-NEG
.,O
,
The,O
environment,T-NEU
is,O
very,O
upscale,O
and,O
you,O
will,O
see,O
a,O
lot,O
of,O
rich,O
guys,O
with,O
trophy,O
wives,O
or,O
just,O
highly,O
paid,O
escorts,O
.,O
,
If,O
you,O
are,O
going,O
for,O
the,O
food,T-NEG
",",O
it,O
will,O
not,O
be,O
worth,O
it,O
.,O
,
Yes,O
",",O
it,O
is,O
good,O
",",O
but,O
I,O
've,O
had,O
better,O
for,O
cheaper,O
.,O
,
You,O
would,O
think,O
they,O
would,O
make,O
up,O
for,O
it,O
with,O
service,T-NEG
",",O
sadly,O
",",O
no,O
.,O
,
Service,T-NEG
was,O
just,O
ok,O
",",O
it,O
is,O
not,O
what,O
you,O
'd,O
expect,O
for,O
$,O
500,O
.,O
,
I,O
agree,O
that,O
dining,O
at,O
Casa,T-NEG
La,T-NEG
Femme,T-NEG
is,O
like,O
no,O
other,O
dining,O
experience,O
!,O
,
BUT,O
not,O
in,O
a,O
good,O
way,O
.,O
,
I,O
literally,O
just,O
got,O
back,O
home,O
after,O
visiting,O
Casa,T-NEG
La,T-NEG
Femme,T-NEG
and,O
was,O
so,O
offended,O
by,O
my,O
visit,O
felt,O
it,O
necessary,O
to,O
try,O
and,O
warn,O
other,O
diners,O
who,O
value,O
their,O
money,O
and,O
time,O
.,O
,
We,O
went,O
to,O
celebrate,O
two,O
birthdays,O
and,O
wanted,O
to,O
do,O
something,O
special,O
and,O
different,O
.,O
,
And,O
even,O
more,O
so,O
unpleasant,O
because,O
it,O
was,O
so,O
costly,O
for,O
such,O
an,O
unpleasant,O
experience,O
.,O
,
We,O
did,O
arrive,O
late,O
for,O
our,O
reservation,O
so,O
I,O
can,O
not,O
complain,O
too,O
much,O
about,O
the,O
wait,T-NEU
for,O
a,O
table,O
.,O
,
Although,O
we,O
were,O
told,O
10-15,O
minutes,O
and,O
it,O
was,O
more,O
like,O
45,O
minutes,O
.,O
,
We,O
were,O
ushered,O
to,O
the,O
bar,O
to,O
wait,O
momentarily,O
and,O
upon,O
arrival,O
were,O
so,O
excited,O
.,O
,
The,O
place,T-POS
is,O
beautiful,O
!,O
,
The,O
hostess,T-POS
was,O
very,O
pleasant,O
.,O
,
However,O
",",O
our,O
$,O
14,O
drinks,T-NEG
were,O
were,O
horrible,O
!,O
,
Once,O
we,O
finally,O
got,O
a,O
table,O
",",O
despite,O
indicating,O
we,O
wanted,O
an,O
alla,O
carte,O
menu,O
we,O
were,O
pushed,O
into,O
a,O
table,O
that,O
was,O
only,O
price,O
fixed,O
!,O
,
Since,O
we,O
were,O
already,O
waiting,O
so,O
long,O
",",O
we,O
felt,O
we,O
had,O
no,O
other,O
choice,O
but,O
to,O
accept,O
it,O
.,O
,
Our,O
experience,O
did,O
not,O
ever,O
get,O
any,O
better,O
.,O
,
For,O
each,O
course,O
we,O
waited,O
over,O
1/2,O
hour,O
to,O
45,O
minutes,O
and,O
were,O
never,O
offered,O
a,O
drink,O
.,O
,
We,O
also,O
asked,O
for,O
Hooka,O
six,O
times,O
and,O
the,O
waiter,T-NEG
kept,O
telling,O
us,O
one,O
minute,O
and,O
never,O
returning,O
with,O
the,O
Hooka,O
.,O
,
After,O
the,O
4th,O
time,O
i,O
asked,O
again,O
and,O
the,O
waiter,T-NEG
than,O
said,O
after,O
our,O
dinner,O
.,O
,
We,O
asked,O
for,O
beverages,O
and,O
never,O
received,O
them,O
.,O
,
We,O
asked,O
for,O
sides,O
which,O
the,O
waiter,T-NEG
than,O
admitted,O
that,O
he,O
forgot,O
to,O
put,O
in,O
that,O
part,O
of,O
our,O
order,O
.,O
,
My,O
chicken,T-NEG
was,O
inedible,O
as,O
there,O
were,O
so,O
many,O
fatty,O
lumps,O
which,O
i,O
had,O
to,O
keep,O
spitting,O
out,O
into,O
my,O
napkin,O
.,O
,
I,O
would,O
not,O
expect,O
this,O
for,O
a,O
$,O
55,O
dinner,T-NEG
.,O
,
By,O
the,O
time,O
we,O
finished,O
our,O
dinner,O
we,O
still,O
had,O
not,O
received,O
one,O
beverage,O
NOR,O
hooka,O
!,O
,
What,O
we,O
did,O
do,O
was,O
waste,O
3,O
hours,O
being,O
trapped,O
in,O
a,O
table,O
waiting,O
and,O
waiting,O
for,O
food,O
and,O
drinks,O
and,O
hooka,O
some,O
of,O
which,O
we,O
never,O
received,O
!,O
.,O
,
The,O
only,O
beverage,O
we,O
did,O
receive,O
was,O
water,O
in,O
dirty,O
glasses,O
!,O
,
To,O
top,O
it,O
all,O
off,O
the,O
main,O
reason,O
we,O
came,O
to,O
your,O
restaurant,O
was,O
for,O
the,O
belly,O
dancers,O
and,O
missed,O
the,O
first,O
show,O
as,O
we,O
were,O
not,O
seated,O
yet,O
and,O
the,O
2nd,O
belly,O
dancer,O
only,O
danced,O
at,O
two,O
tables,O
in,O
the,O
back,O
of,O
the,O
restaurant,O
and,O
never,O
made,O
it,O
around,O
to,O
the,O
other,O
half,O
of,O
the,O
restaurant,O
.,O
,
By,O
the,O
time,O
we,O
left,O
our,O
wallets,O
were,O
empy,O
and,O
so,O
were,O
our,O
stomachs,O
AND,O
we,O
missed,O
the,O
show,O
we,O
were,O
supposed,O
to,O
see,O
following,O
our,O
dinner,O
",",O
which,O
would,O
have,O
been,O
acceptable,O
if,O
we,O
got,O
to,O
enjoy,O
the,O
experience,O
of,O
good,O
food,T-NEG
and,O
belly,O
dancers,O
!,O
,
If,O
it,O
seemed,O
possible,O
to,O
do,O
so,O
while,O
there,O
I,O
would,O
have,O
fought,O
my,O
bill,O
since,O
my,O
dinner,O
portion,O
of,O
my,O
meal,T-NEG
was,O
inedible,O
!,O
,
I,O
have,O
never,O
left,O
a,O
restaurant,T-NEG
feeling,O
as,O
if,O
i,O
was,O
abused,O
",",O
and,O
wasted,O
my,O
hard,O
earned,O
money,O
.,O
,
MY,O
husbands,O
birthday,O
and,O
my,O
sons,O
was,O
not,O
as,O
it,O
was,O
intended,O
and,O
we,O
drove,O
two,O
hours,O
to,O
spend,O
too,O
much,O
money,O
to,O
be,O
treated,O
terribly,O
!,O
.,O
,
I,O
wish,O
I,O
COULD,O
be,O
refunded,O
!,O
,
Do,O
n't,O
go,O
with,O
a,O
larger,O
group,O
than,O
4,O
!,O
,
I,O
went,O
here,O
for,O
a,O
family,O
birthday,O
dinner,O
.,O
,
Five,O
of,O
us,O
walked,O
in,O
at,O
approximately,O
6,O
",",O
20,O
on,O
a,O
Thursday,O
evening,O
.,O
,
The,O
hostess,O
said,O
Wow,O
that,O
's,O
a,O
large,O
group,O
",",O
unless,O
you,O
are,O
n't,O
together,O
",",O
to,O
which,O
I,O
replied,O
no,O
we,O
are,O
",",O
and,O
there,O
will,O
be,O
one,O
more,O
",",O
so,O
a,O
table,O
for,O
six,O
please,O
.,O
,
At,O
first,O
we,O
were,O
a,O
little,O
taken,O
aback,O
",",O
as,O
this,O
seemed,O
to,O
present,O
a,O
problem,O
",",O
although,O
the,O
restaurant,O
looked,O
fairly,O
empty,O
",",O
but,O
they,O
hastily,O
put,O
the,O
table,O
together,O
for,O
us,O
.,O
,
The,O
menu,T-NEU
is,O
fairly,O
simple,O
without,O
much,O
descriptions,O
.,O
,
There,O
was,O
no,O
tap,O
beer,T-NEG
that,O
evening,O
",",O
which,O
was,O
a,O
disappointment,O
.,O
,
Not,O
much,O
of,O
a,O
selection,T-NEG
of,T-NEG
bottled,T-NEG
beer,T-NEG
either,O
",",O
we,O
went,O
with,O
Brahma,O
.,O
,
The,O
appetizers,O
we,O
ordered,O
were,O
served,O
quickly,O
",",O
an,O
order,O
of,O
fried,T-POS
oysters,T-POS
and,T-POS
clams,T-POS
were,O
delicious,O
but,O
a,O
tiny,O
portion,O
maybe,O
3,O
of,O
each,O
.,O
,
The,O
lobster,T-NEU
knuckles,T-NEU
special,O
of,O
the,O
day,O
were,O
ok,O
",",O
but,O
pretty,O
tasteless,O
.,O
,
I,O
believe,O
there,O
were,O
2,O
shrimp,O
in,O
the,O
"""salt",T-NEG
encrusted,T-NEG
"shrimp""",T-NEG
appetizer,T-NEG
.,O
,
After,O
we,O
ate,O
our,O
appetizers,O
which,O
took,O
all,O
of,O
8,O
minutes,O
we,O
ordered,O
another,O
round,O
of,O
Brahma,O
's,O
",",O
and,O
tried,O
to,O
stall,O
a,O
little,O
as,O
we,O
waited,O
for,O
our,O
sixth,O
dinner,O
member,O
.,O
,
The,O
waitress,O
appeared,O
and,O
asked,O
us,O
if,O
we,O
wanted,O
to,O
go,O
ahead,O
and,O
order,O
.,O
,
We,O
replied,O
that,O
we,O
would,O
like,O
to,O
wait,O
5,O
more,O
minutes,O
if,O
that,O
was,O
okay,O
.,O
,
She,O
replied,O
well,O
it,O
would,O
be,O
more,O
convenient,O
for,O
us,O
if,O
you,O
ordered,O
now,O
",",O
since,O
you,O
are,O
a,O
larger,O
party,O
",",O
and,O
it,O
might,O
get,O
crowded,O
.,O
,
We,O
called,O
the,O
other,O
person,O
who,O
was,O
very,O
close,O
by,O
",",O
and,O
she,O
told,O
us,O
to,O
order,O
for,O
her,O
",",O
so,O
we,O
did,O
.,O
,
The,O
food,O
arrived,O
in,O
about,O
15,O
minutes,O
.,O
,
I,O
had,O
the,O
Thai,T-POS
style,T-POS
Fried,T-POS
Sea,T-POS
Bass,T-POS
was,O
very,O
good,O
.,O
,
Everyone,O
seemed,O
generally,O
happy,O
with,O
their,O
food,T-POS
",",O
except,O
my,O
brother,O
who,O
had,O
the,O
grilled,T-NEG
Mahi,T-NEG
Mahi,T-NEG
",",O
seemingly,O
drenched,O
in,O
Grapfruit,O
Juice,O
!,O
,
I,O
heard,O
the,O
lobster,T-POS
roll,T-POS
was,O
excellent,O
.,O
,
They,O
seemed,O
to,O
continue,O
to,O
rush,O
us,O
along,O
",",O
taking,O
plates,O
without,O
asking,O
if,O
we,O
were,O
done,O
my,O
sister,O
still,O
had,O
her,O
fork,O
in,O
hand,O
.,O
,
All,O
in,O
all,O
the,O
food,T-POS
was,O
good,O
",",O
a,O
little,O
on,O
the,O
expensive,O
side,O
",",O
but,O
fresh,O
.,O
,
Service,T-NEG
not,O
the,O
friendliest,O
to,O
our,O
large,O
party,O
!,O
,
Great,O
Indian,T-POS
food,T-POS
,
I,O
lived,O
on,O
50th,O
st,O
",",O
and,O
wanted,O
Indian,O
one,O
day,O
so,O
decided,O
to,O
check,O
this,O
place,O
out,O
.,O
,
Food,T-POS
was,O
amazing,O
",",O
I,O
love,O
Indian,O
food,O
and,O
eat,O
it,O
quite,O
regularly,O
",",O
but,O
I,O
can,O
say,O
this,O
is,O
one,O
of,O
the,O
best,O
I,O
've,O
had,O
.,O
,
Very,O
normal,O
Indian,T-NEU
food,T-NEU
",",O
but,O
done,O
really,O
well,O
.,O
,
I,O
have,O
it,O
a,O
4,O
instead,O
of,O
5,O
because,O
of,O
the,O
price,O
just,O
chicken,T-NEG
tikka,T-NEG
masala,T-NEG
",",O
no,O
bread,O
of,O
rice,O
",",O
is,O
$,O
25,O
",",O
which,O
I,O
would,O
expect,O
at,O
a,O
upscale,O
Indian,O
restaurant,O
but,O
this,O
place,T-POS
does,O
n't,O
have,O
an,O
upscale,O
feel,T-NEG
.,O
,
Also,O
",",O
waiters,T-NEG
try,O
to,O
push,O
more,O
food,O
on,O
you,O
",",O
like,O
suggest,O
things,O
as,O
if,O
they,O
are,O
complimentary,O
when,O
they,O
actually,O
cost,O
$,O
.,O
,
One,O
of,O
the,O
BEST,O
,
Bukhara,T-POS
Grill,T-POS
",",O
the,O
tagline,O
says,O
it,O
all,O
INDIAN,O
SPICE,O
RAVE,O
.,O
,
My,O
GF,O
and,O
I,O
dine,O
at,O
Bukhara,O
often,O
as,O
she,O
lives,O
near,O
it,O
.,O
,
The,O
lunch,T-NEG
buffet,T-NEG
is,O
expensive,O
but,O
is,O
deff,O
worth,O
it,O
.,O
,
We,O
go,O
often,O
for,O
lunch,O
and,O
the,O
place,O
is,O
packed,O
.,O
,
We,O
have,O
gone,O
for,O
dinner,T-POS
only,O
a,O
few,O
times,O
but,O
the,O
same,O
great,O
quality,O
and,O
service,T-POS
is,O
given,O
.,O
,
Bukhara,T-POS
is,O
on,O
my,O
top,O
5,O
Indian,O
places,O
in,O
NYC,O
,
This,O
will,O
be,O
only,O
the,O
third,O
online,O
review,O
I,O
have,O
ever,O
made,O
about,O
a,O
restaurant,O
in,O
my,O
life,O
.,O
,
They,O
have,O
all,O
been,O
tonight,O
and,O
they,O
have,O
all,O
been,O
about,O
the,O
same,O
restaurant,O
.,O
,
I,O
have,O
never,O
been,O
so,O
disgusted,O
by,O
both,O
food,T-NEG
an,O
service,T-NEG
.,O
,
Fine,O
",",O
I,O
wont,O
hang,O
you,O
for,O
that,O
.,O
,
Not,O
one,O
to,O
jump,O
to,O
complaints,O
hence,O
my,O
lack,O
of,O
previous,O
online,O
reviewing,O
",",O
I,O
called,O
the,O
restaurant,O
to,O
give,O
them,O
a,O
heads,O
up,O
that,O
their,O
kitchen,O
might,O
want,O
to,O
check,O
the,O
cleanliness,O
of,O
their,O
prep,O
stations,O
.,O
,
My,O
main,O
concern,O
was,O
the,O
sanity,O
of,O
the,O
food,T-NEG
that,O
was,O
being,O
sent,O
out,O
to,O
myself,O
and,O
others,O
",",O
but,O
I,O
would,O
be,O
lying,O
is,O
I,O
said,O
that,O
as,O
someone,O
who,O
has,O
worked,O
in,O
restaurants,O
since,O
the,O
age,O
of,O
fifteen,O
I,O
was,O
expecting,O
at,O
least,O
a,O
minimal,O
effort,O
on,O
the,O
part,O
of,O
the,O
restaurant,O
to,O
amend,O
the,O
situation,O
.,O
,
None,O
was,O
made,O
so,O
i,O
hung,O
up,O
.,O
,
My,O
girlfriend,O
",",O
being,O
slightly,O
more,O
aggressive,O
",",O
and,O
having,O
been,O
equally,O
disgusted,O
causing,O
her,O
to,O
throw,O
out,O
the,O
remainder,O
of,O
her,O
barely,O
eaten,O
meal,T-NEG
",",O
called,O
back,O
only,O
to,O
be,O
informed,O
that,O
I,O
was,O
probably,O
wrong,O
and,O
that,O
it,O
was,O
most,O
likely,O
an,O
oyster,O
",",O
and,O
that,O
we,O
were,O
also,O
blacklisted,O
from,O
their,O
restaurant,O
.,O
,
Not,O
only,O
have,O
I,O
worked,O
in,O
restaurants,O
for,O
many,O
years,O
",",O
I,O
am,O
now,O
in,O
culinary,O
school,O
",",O
I,O
am,O
a,O
huge,O
lover,O
of,O
oysters,O
and,O
fish,O
",",O
and,O
my,O
girlfriend,O
is,O
half,O
Korean,O
!,O
,
We,O
know,O
the,O
difference,O
between,O
and,O
oyster,O
and,O
bad,O
fish,O
.,O
,
It,O
was,O
n't,O
as,O
if,O
this,O
restaurant,T-NEG
had,O
any,O
major,O
bragging,O
points,O
before,O
hand,O
",",O
but,O
now,O
it,O
's,O
simply,O
repulsive,O
.,O
,
Eat,O
at,O
your,O
own,O
risk,O
.,O
,
Gorgeous,O
place,T-POS
ideal,O
for,O
a,O
romantic,O
dinner,O
,
I,O
took,O
my,O
boyfriend,O
for,O
a,O
dinner,O
on,O
saturday,O
night,O
.,O
,
I,O
completely,O
recommend,O
Casa,T-POS
La,T-POS
Femme,T-POS
for,O
any,O
special,O
occasion,O
and,O
to,O
REALLY,O
impress,O
your,O
date,O
.,O
,
More,O
Williamsburg,O
Garbage,O
,
My,O
wife,O
and,O
I,O
visited,O
Dokebi,O
tonight,O
.,O
,
We,O
ordered,O
dosut,O
bibimbap,O
and,O
nakgi-bokum,O
.,O
,
The,O
bibimbap,T-NEU
was,O
average,O
",",O
but,O
the,O
stone,T-NEG
bowl,T-NEG
was,O
n't,O
even,O
close,O
to,O
sizzling,O
.,O
,
Too,O
bad,O
I,O
had,O
paid,O
an,O
extra,O
$,O
2,O
for,O
the,O
stone,T-NEG
bowl,T-NEG
.,O
,
The,O
nakgi-bokum,T-NEG
was,O
horrible,O
.,O
,
Easily,O
the,O
worst,O
stir-fried,T-NEG
squid,T-NEG
I,O
've,O
ever,O
tasted,O
.,O
,
The,O
sauce,T-NEG
tasted,O
more,O
like,O
Chinese,O
fast,O
food,O
than,O
decent,O
Korean,O
.,O
,
The,O
real,O
problem,O
I,O
had,O
with,O
this,O
place,O
was,O
the,O
complete,O
lack,O
of,O
service,T-NEG
.,O
,
I,O
mentioned,O
the,O
squid,O
dish,O
was,O
n't,O
very,O
good,O
when,O
the,O
waitress,O
visited,O
.,O
,
She,O
just,O
nodded,O
and,O
walked,O
off,O
.,O
,
There,O
were,O
no,O
communications,O
issues,O
either,O
",",O
as,O
she,O
spoke,O
perfect,O
English,O
.,O
,
As,O
to,O
my,O
comment,O
about,O
the,O
food,O
",",O
no,O
apology,O
or,O
acknowledgment,O
was,O
made,O
.,O
,
My,O
wife,O
had,O
barely,O
touched,O
that,O
mess,O
of,O
a,O
dish,T-NEG
.,O
,
We,O
were,O
charged,O
full,O
price,O
.,O
,
If,O
you,O
ware,O
looking,O
for,O
Korean,O
fusion,O
",",O
I,O
suggest,O
you,O
try,O
some,O
of,O
the,O
places,O
in,O
the,O
East,O
Village,O
.,O
,
Lives,O
up,O
to,O
the,O
hype,O
,
We,O
've,O
lived,O
around,O
the,O
corner,O
from,O
this,O
place,O
for,O
over,O
a,O
year,O
and,O
finally,O
had,O
dinner,O
there,O
.,O
,
We,O
've,O
tried,O
before,O
but,O
it,O
always,O
packed,O
and,O
does,O
n't,O
take,O
reservations,O
.,O
,
It,O
was,O
well,O
worth,O
the,O
wait,O
.,O
,
It,O
does,O
n't,O
look,O
appetizing,O
as,O
it,O
's,O
covered,O
in,O
squid,O
ink,O
and,O
it,O
turns,O
your,O
lips,O
and,O
teeth,O
black,O
",",O
but,O
the,O
taste,O
was,O
phenomenal,O
.,O
,
The,O
farro,T-POS
salad,T-POS
and,O
the,O
mashed,T-POS
yukon,T-POS
potatoes,T-POS
were,O
also,O
extremely,O
tasty,O
.,O
,
i,O
love,O
margherita,T-POS
pizza,T-POS
",",O
i,O
looove,O
east,T-POS
village,T-POS
pizza,T-POS
,
Love,O
this,O
place,T-POS
",",O
every,O
time,O
we,O
are,O
in,O
the,O
city,O
this,O
is,O
one,O
of,O
the,O
place,T-POS
we,O
always,O
go,O
.,O
,
A,O
quintessential,O
slice,T-NEU
of,T-NEU
NYC,T-NEU
pizza,T-NEU
.,O
,
The,O
crust,T-POS
has,O
a,O
great,O
bite,O
and,O
a,O
good,O
chew,O
",",O
the,O
sauce,T-POS
is,O
light,O
with,O
a,O
nice,O
acidity,O
to,O
it,O
",",O
the,O
salt,O
from,O
the,O
cheese,T-POS
is,O
great,O
",",O
really,O
heightens,O
the,O
flavor,O
of,O
all,O
the,O
other,O
components,O
.,O
,
Personally,O
I,O
like,O
the,O
margherita,T-POS
pizza,T-POS
better,O
",",O
but,O
they,O
are,O
all,O
good,O
.,O
,
Possibly,O
the,O
Most,O
Romantic,O
Restaurant,T-POS
in,O
the,O
City,O
,
This,O
is,O
undoubtedly,O
my,O
favorite,O
modern,T-POS
Japanese,T-POS
brasserie,T-POS
that,O
do,O
n't,O
serve,O
sushi,O
",",O
and,O
in,O
my,O
opinion,O
",",O
one,O
of,O
the,O
most,O
romantic,O
restaurants,O
in,O
the,O
city,O
!,O
,
Not,O
only,O
is,O
it,O
an,O
adventure,O
getting,O
to,O
this,O
somewhat,O
hidden,O
spot,T-NEU
",",O
once,O
you,O
enter,O
the,O
unmarked,T-POS
wooden,T-POS
doors,T-POS
",",O
the,O
zen,O
and,O
intimate,O
decor,T-POS
will,O
make,O
you,O
feel,O
like,O
you,O
're,O
no,O
longer,O
in,O
the,O
city,O
.,O
,
If,O
you,O
're,O
planning,O
to,O
come,O
here,O
",",O
make,O
sure,O
that,O
your,O
date,O
is,O
someone,O
whom,O
you,O
really,O
like,O
since,O
you,O
'll,O
be,O
ushered,O
to,O
private,T-POS
booths,T-POS
where,O
there,O
will,O
be,O
no,O
people,O
or,O
food,O
watching,O
choose,O
the,O
ones,O
on,O
the,O
ground,O
level,O
that,O
have,O
glass,T-POS
ceilings,T-POS
so,O
you,O
may,O
see,O
the,O
stars,O
in,O
the,O
sky,O
!,O
.,O
,
It,O
's,O
just,O
you,O
and,O
your,O
date,O
and,O
an,O
occasional,O
cute,O
excuse,O
me,O
before,O
the,O
waiter,T-POS
opens,O
the,O
little,O
curtain,O
